Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    1163/1163        __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > > std::__unguarded_partition<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> >) [109]
                                1163             void std::__introsort_loop<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> >) [118]
-----------------------------------------------
                0.00    0.00     700/700         test_iter(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [30]
[119]    0.0    0.00    0.00     700         void std::__final_insertion_sort<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> >) [119]
                0.00    0.00    8216/15676       void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Val_comp_iter<std::less<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Val_comp_iter<std::less<val_t> >) [101]
                0.00    0.00     700/700         void std::__insertion_sort<__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> > >(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, __gnu_cxx::__ops::_Iter_comp_iter<std::less<val_t> >) [117]
-----------------------------------------------
                0.00    0.00     300/700         operator!=(std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [130]
                0.00    0.00     400/700         test_equality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [71]
[120]    0.0    0.00    0.00     700         operator==(std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [120]
                0.00    0.00      52/133424      std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::find(val_t const&) const [91]
-----------------------------------------------
                0.00    0.00     200/600         test_all_ph1(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [17]
                0.00    0.00     400/600         test_all_ph2(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [10]
[121]    0.0    0.00    0.00     600         test_empty(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [121]
                0.00    0.00     600/130695      ADS_set<val_t, 7ul>::empty() const [92]
-----------------------------------------------
                0.00    0.00     400/400         test_swap_insert_erase(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [40]
[122]    0.0    0.00    0.00     400         void swap<val_t, 7ul>(ADS_set<val_t, 7ul>&, ADS_set<val_t, 7ul>&) [122]
                0.00    0.00     400/400         ADS_set<val_t, 7ul>::swap(ADS_set<val_t, 7ul>&) [123]
-----------------------------------------------
                0.00    0.00     400/400         void swap<val_t, 7ul>(ADS_set<val_t, 7ul>&, ADS_set<val_t, 7ul>&) [122]
[123]    0.0    0.00    0.00     400         ADS_set<val_t, 7ul>::swap(ADS_set<val_t, 7ul>&) [123]
-----------------------------------------------
                0.00    0.00     400/400         test_copy(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [53]
[124]    0.0    0.00    0.00     400         ADS_set<val_t, 7ul>::ADS_set(ADS_set<val_t, 7ul> const&) [124]
-----------------------------------------------
                0.00    0.00     400/400         test_assign(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [54]
[125]    0.0    0.00    0.00     400         ADS_set<val_t, 7ul>::operator=(ADS_set<val_t, 7ul> const&) [125]
                0.00    0.00     400/1000        ADS_set<val_t, 7ul>::clear() [111]
-----------------------------------------------
                0.00    0.00     400/400         test_copy(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [53]
[126]    0.0    0.00    0.00     400         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [126]
                0.00    0.00     400/4904        void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [103]
-----------------------------------------------
                0.00    0.00     400/400         std::pair<std::_Rb_tree_iterator<val_t>, bool> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique<val_t>(val_t&&) [72]
[127]    0.0    0.00    0.00     400         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_<val_t, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, val_t&&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [127]
                0.00    0.00     200/141093      std::less<val_t>::operator()(val_t const&, val_t const&) const [89]
-----------------------------------------------
                0.00    0.00     400/400         test_swap_insert_erase(ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, ADS_set<val_t, 7ul>&, std::set<val_t, std::less<val_t>, std::allocator<val_t> >&, unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>&) [40]
[128]    0.0    0.00    0.00     400         std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::swap(std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >&) [128]
-----------------------------------------------
                0.00    0.00     300/300         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_unique_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node>(std::_Rb_tree_const_iterator<val_t>, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node&) [74]
[129]    0.0    0.00    0.00     300         std::_Rb_tree_iterator<val_t> std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_insert_<val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, val_t const&, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Reuse_or_alloc_node&) [129]
                0.00    0.00     200/141093      std::less<val_t>::operator()(val_t const&, val_t const&) const [89]
-----------------------------------------------
                0.00    0.00     300/300         test_inequality(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [73]
[130]    0.0    0.00    0.00     300         operator!=(std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [130]
                0.00    0.00     300/700         operator==(std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [120]
-----------------------------------------------
                                1664             std::_Rb_tree_node<val_t>* std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_copy<std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_node<val_t> const*, std::_Rb_tree_node_base*, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [131]
                0.00    0.00     200/200         test_copy(ADS_set<val_t, 7ul> const&, std::set<val_t, std::less<val_t>, std::allocator<val_t> > const&) [53]
[131]    0.0    0.00    0.00     200+1664    std::_Rb_tree_node<val_t>* std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_copy<std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_node<val_t> const*, std::_Rb_tree_node_base*, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [131]
                                1664             std::_Rb_tree_node<val_t>* std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_M_copy<std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node>(std::_Rb_tree_node<val_t> const*, std::_Rb_tree_node_base*, std::_Rb_tree<val_t, val_t, std::_Identity<val_t>, std::less<val_t>, std::allocator<val_t> >::_Alloc_node&) [131]
-----------------------------------------------
                0.00    0.00      10/10          test_range_constructor1() [65]
[132]    0.0    0.00    0.00      10         val_t& std::vector<val_t, std::allocator<val_t> >::emplace_back<val_t>(val_t&&) [132]
                0.00    0.00       5/5           void std::vector<val_t, std::allocator<val_t> >::_M_realloc_insert<val_t>(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, val_t&&) [134]
-----------------------------------------------
                0.00    0.00       2/9           do_stresstest1(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [13]
                0.00    0.00       7/9           do_stresstest2(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [5]
[133]    0.0    0.00    0.00       9         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [133]
-----------------------------------------------
                0.00    0.00       5/5           val_t& std::vector<val_t, std::allocator<val_t> >::emplace_back<val_t>(val_t&&) [132]
[134]    0.0    0.00    0.00       5         void std::vector<val_t, std::allocator<val_t> >::_M_realloc_insert<val_t>(__gnu_cxx::__normal_iterator<val_t*, std::vector<val_t, std::allocator<val_t> > >, val_t&&) [134]
-----------------------------------------------
                0.00    0.00       4/4           stresstest(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [44]
[135]    0.0    0.00    0.00       4         std::__future_base::_State_baseV2::_M_is_deferred_future() const [135]
-----------------------------------------------
                0.00    0.00       4/4           stresstest(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*) [44]
[136]    0.0    0.00    0.00       4         std::__future_base::_Async_state_commonV2::_M_complete_async() [136]
                0.00    0.00       4/4           void std::call_once<void (std::thread::*)(), std::thread*>(std::once_flag&, void (std::thread::*&&)(), std::thread*&&) [146]
-----------------------------------------------
                0.00    0.00       4/4           std::_Sp_counted_ptr_inplace<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void>, std::allocator<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [141]
[137]    0.0    0.00    0.00       4         std::__future_base::_Result<void>::_M_destroy() [137]
                0.00    0.00       4/4           std::__future_base::_Result<void>::~_Result() [138]
-----------------------------------------------
                0.00    0.00       4/4           std::__future_base::_Result<void>::_M_destroy() [137]
[138]    0.0    0.00    0.00       4         std::__future_base::_Result<void>::~_Result() [138]
-----------------------------------------------
                0.00    0.00       4/4           std::thread::_State_impl<std::thread::_Invoker<std::tuple<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void>::_Async_state_impl(std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >&&)::{lambda()#1}> > >::_M_run() [173]
[139]    0.0    0.00    0.00       4         std::_Function_base::_Base_manager<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void> >::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [139]
-----------------------------------------------
                0.00    0.00       4/4           std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [43]
[140]    0.0    0.00    0.00       4         std::_Sp_counted_ptr_inplace<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void>, std::allocator<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void> >, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [140]
-----------------------------------------------
                0.00    0.00       4/4           std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [43]
[141]    0.0    0.00    0.00       4         std::_Sp_counted_ptr_inplace<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void>, std::allocator<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void> >, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [141]
                0.00    0.00       4/4           std::__future_base::_Result<void>::_M_destroy() [137]
-----------------------------------------------
                0.00    0.00       4/4           std::thread::_State_impl<std::thread::_Invoker<std::tuple<std::__future_base::_Async_state_impl<std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void>::_Async_state_impl(std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >&&)::{lambda()#1}> > >::_M_run() [173]
[142]    0.0    0.00    0.00       4         std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>::function<std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void>, void, void>(std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::thread::_Invoker<std::tuple<void (*)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*> >, void>) [142]
-----------------------------------------------
                0.00    0.00       4/4           std::future<std::__invoke_result<std::decay<void (&)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*)>::type, std::decay<std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>* const&>::type>::type> std::async<void (&)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>* const&>(std::launch, void (&)(std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>*), std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>* const&) [144]
